线路名称,方向,站点序号,站点名称
850快,0,22,石园北区
850快,0,23,仓上小区
850快,0,24,东风小学
850快,0,25,顺义医院
850快,0,26,便民街东口
850快,0,27,双兴小区
850快,0,28,双兴桥
850快,0,29,枫桥别墅
850快,0,30,大营
850快,0,31,乡村赛马场
850快,0,32,马坡花园南
850快,0,33,马坡花园
850快,1,1,马坡花园
850快,1,2,马坡花园南
850快,1,3,乡村赛马场
850快,1,4,大营
850快,1,5,枫桥别墅
850快,1,6,双兴桥
850快,1,7,双兴小区
850快,1,8,便民街东口
850快,1,9,顺义医院
850快,1,10,东风小学
850快,1,11,仓上小区
850快,1,12,石园北区
850快,1,13,石园东区北门
850快,1,14,石园东区
850快,1,15,石园南区
850快,1,16,石园南大街
850快,1,17,平各庄
850快,1,18,林河开发区
850快,1,19,陶家坟
850快,1,20,山子坟
850快,1,21,窑坡
850快,1,22,后桥
850快,1,23,李桥
850快,1,24,馨港车站
850快,1,25,顺义半壁店
850快,1,26,顺义半壁店西站
850快,1,27,樱花园三区
850快,1,28,岗山村南站
850快,1,29,岗山村
850快,1,30,岗山路
850快,1,31,东平里
850快,1,32,三元桥
850快,1,33,东直门
851,0,1,地铁望京西站
851,0,2,湖光中街西口
851,0,3,南湖中园南门
851,0,4,南湖东园
851,0,5,侯庄路口北
851,0,6,望京花园西区
851,0,7,利泽中街西口
851,0,8,望京科技创业园
851,0,9,望京花园
851,0,10,宏昌路
851,0,11,望京街西口
851,0,12,大山桥北
851,0,13,大山子路口东
851,0,14,彩虹路
851,0,15,望京公园
851,0,16,草场地
851,0,17,南皋西站
851,0,18,南影路北口
851,0,19,黑桥村西
851,0,20,黑桥村
851,0,21,黑桥北站
851,0,22,黑桥南站
851,1,1,黑桥南站
851,1,2,黑桥北站
851,1,3,黑桥村
851,1,4,黑桥村西
851,1,5,南影路北口
851,1,6,南皋西站
851,1,7,草场地
851,1,8,望京公园
851,1,9,彩虹路
851,1,10,大山子路口东
851,1,11,大山桥北
851,1,12,望京街西口
851,1,13,宏昌路
851,1,14,望京花园
851,1,15,望京科技创业园
851,1,16,利泽中街西口
851,1,17,望京花园西区
851,1,18,湖光北街东口
851,1,19,南湖东园
851,1,20,南湖南路北口
851,1,21,南湖南路
851,1,22,南湖西里
851,1,23,望京桥北
851,1,24,望京桥西
851,1,25,望和桥东
851,1,26,地铁望京西站
852,0,1,东直门枢纽站
852,0,2,三元桥
852,0,3,打铁庄
852,0,4,英城
852,0,5,洼里
852,0,6,果各庄
852,0,7,平谷王各庄
852,0,8,薄各庄
852,0,9,南定福庄
852,0,10,官庄路口
852,0,11,大兴庄
852,0,12,鲁各庄
852,0,13,平谷岳各庄
852,0,14,平谷迎宾环岛
852,0,15,平谷区医院
852,0,16,平谷世纪广场
852,0,17,承平园
852,0,18,平谷消防队
852,0,19,平谷汽车站
852,1,1,平谷汽车站
852,1,2,平谷消防队
852,1,3,承平园
852,1,4,平谷世纪广场
852,1,5,平谷区医院
852,1,6,平谷迎宾环岛
852,1,7,平谷岳各庄
852,1,8,鲁各庄
852,1,9,大兴庄
852,1,10,官庄路口
852,1,11,南定福庄
852,1,12,薄各庄
852,1,13,平谷王各庄
852,1,14,果各庄
852,1,15,洼里
852,1,16,英城
852,1,17,打铁庄
852,1,18,三元桥
852,1,19,东直门枢纽站
854,0,1,地铁望京西站
854,0,2,南湖西里
854,0,3,花家地西里
854,0,4,花家地北里
854,0,5,望京医院
854,0,6,阜通东大街
854,0,7,阜通东大街东口
854,0,8,大山桥北
854,0,9,大山子路口东
854,0,10,彩虹路
854,0,11,草场地
854,0,12,南皋村北口
854,0,13,京旺家园西街
854,0,14,京旺家园中街北口
854,0,15,京旺家园中街南口
854,0,16,长店小区西街
854,0,17,长店小区中街
854,0,18,长店小区东口
854,0,19,蟹岛度假村东门
854,0,20,前苇沟
854,0,21,后苇沟环岛
854,0,22,康营小区
854,0,23,康营东路
854,0,24,康营中路
854,0,25,兰花苑东路北
854,0,26,孙河公交场站
854,1,1,孙河公交场站
854,1,2,兰花苑东路北
854,1,3,康营中路
854,1,4,康营东路
854,1,5,康营小区
854,1,6,后苇沟环岛
854,1,7,前苇沟
854,1,8,蟹岛度假村东门
854,1,9,长店小区东口
854,1,10,长店小区中街
854,1,11,长店小区西街
854,1,12,京旺家园中街南口
854,1,13,京旺家园中街北口
854,1,14,京旺家园西街
854,1,15,南皋村北口
909,0,14,百旺新城
909,0,15,中海枫涟山庄北门
909,0,16,中海枫涟山庄东门
909,0,17,西北旺镇政府
909,0,18,夏霖园
909,0,19,春晖园北
909,0,20,土井村西口
909,1,1,土井村西口
909,1,2,春晖园北
909,1,3,夏霖园
909,1,4,西北旺镇政府
909,1,5,中海枫涟山庄东门
909,1,6,中海枫涟山庄北门
909,1,7,百旺新城
909,1,8,后厂村路西口
909,1,9,后厂村路
909,1,10,后厂村东
909,1,11,东北旺西路北口
909,1,12,软件园西区
909,1,13,东北旺路西口
909,1,14,东北旺
909,1,15,软件园南站
909,1,16,上地七街
909,1,17,上地五街
909,1,18,上地三街东口
909,1,19,地铁上地站
90,0,1,天坛西门
90,0,2,先农坛
90,0,3,永定门西
90,0,4,陶然桥东
90,0,5,陶然亭公园南门
90,0,6,开阳桥西
90,0,7,右安门东
90,0,8,右安门西
90,0,9,玉泉营桥北
90,0,10,马家楼桥北
90,0,11,黄土岗
90,0,12,花乡桥东
90,0,13,康久路南口
90,0,14,四合庄
90,0,15,新村
90,0,16,造甲村东
90,1,1,造甲村东
90,1,2,新村
90,1,3,四合庄
90,1,4,花乡桥北
90,1,5,花乡桥
90,1,6,花乡桥东
90,1,7,黄土岗
90,1,8,玉泉营桥北
90,1,9,菜户营桥东
90,1,10,大观园
90,1,11,右安门西
90,1,12,右安门东
90,1,13,开阳桥东
90,1,14,陶然亭公园南门
90,1,15,陶然桥东
90,1,16,永定门内
90,1,17,先农坛
90,1,18,天坛西门
910,0,1,土桥村
910,0,2,土桥欣村
910,0,3,张家湾开发区
910,0,4,梁各庄村
910,0,5,大甘棠村
910,0,6,武窑村北
910,0,7,小甘棠村
910,0,8,小豆各庄
910,0,9,大豆各庄
910,0,10,曹坨村
910,0,11,甘棠
910,0,12,贾武路口东
910,0,13,兴各庄
910,0,14,友谊大桥东
910,0,15,潮白馨居
910,0,16,潮白家园
910,0,17,幸福港湾路口
910,0,18,潮白新城规划馆
910,0,19,潮白河滨河大道
910,0,20,潮白河英国宫小区
910,0,21,潮白河孔雀城
910,1,1,潮白河孔雀城
910,1,2,潮白河英国宫小区
910,1,3,潮白河滨河大道
910,1,4,潮白新城规划馆
910,1,5,幸福港湾路口
910,1,6,潮白家园
910,1,7,潮白馨居
910,1,8,友谊大桥东
910,1,9,兴各庄
910,1,10,贾武路口东
910,1,11,甘棠
910,1,12,曹坨村
910,1,13,大豆各庄
910,1,14,小豆各庄
910,1,15,小甘棠村
910,1,16,武窑村北
910,1,17,大甘棠村
910,1,18,梁各庄村
910,1,19,张家湾开发区
910,1,20,土桥欣村
910,1,21,土桥村
911,0,1,石佛营西里东站
911,0,2,农民日报社北
911,0,3,农民日报社
911,0,4,十里堡北里
911,0,5,青年路口
911,0,6,黄杉木店
911,0,7,亮马厂
911,0,8,白家楼桥东
911,0,9,地铁褡裢坡站
911,0,10,黄渠村
911,0,11,民族家园中路南口
911,0,12,常营民族小区
911,0,13,常营
911,0,14,常营路口东
911,0,15,地铁常营站
911,0,16,高安屯路南口
911,0,17,东十里堡村
911,0,18,地铁草房站
911,0,19,五里桥路口西
911,0,20,邓家窑
911,0,21,北京物资学院
911,0,22,天赐良园二期
911,0,23,富河园小区
911,0,24,皇木厂
911,0,25,岳庄
911,0,26,通州佟麟阁大街
911,0,27,潞河医院
911,0,28,果园环岛北
911,0,29,葛布店
911,0,30,通州国税局
911,0,31,通州交通队
911,0,32,玉桥小区
911,0,33,乔庄
911,0,34,运乔嘉园
911,0,35,京东运乔建材城
911,1,1,京东运乔建材城
911,1,2,运乔嘉园
911,1,3,乔庄
911,1,4,玉桥小区
911,1,5,通州交通队
911,1,6,通州国税局
911,1,7,葛布店
911,1,8,果园环岛北
911,1,9,潞河医院
911,1,10,通州佟麟阁大街
911,1,11,岳庄
911,1,12,皇木厂
911,1,13,富河园小区
911,1,14,天赐良园二期
911,1,15,北京物资学院
911,1,16,邓家窑
911,1,17,五里桥路口西
911,1,18,地铁草房站
911,1,19,东十里堡村
911,1,20,高安屯路南口
911,1,21,地铁常营站
911,1,22,常营路口东
911,1,23,常营
911,1,24,常营民族小区
911,1,25,常营路口西
911,1,26,黄渠村
911,1,27,地铁褡裢坡站
911,1,28,白家楼桥东
911,1,29,亮马厂
911,1,30,黄杉木店
911,1,31,青年路口
911,1,32,十里堡北里
911,1,33,农民日报社
911,1,34,农民日报社北
911,1,35,石佛营西里东站
912,0,1,丰益桥南
912,0,2,夏家胡同
912,0,3,纪家庙
912,0,4,万芳园一区
912,0,5,地铁首经贸站
912,0,6,万芳园二区
912,0,7,首经贸西校区
912,0,8,花乡桥北
912,0,9,花乡桥西
912,0,10,怡海花园南门
912,0,11,科丰桥南
912,0,12,六圈
912,0,13,田何庄
912,0,14,世界公园
912,0,15,地铁大葆台站
912,0,16,小葆台
912,0,17,芦花路
912,0,18,芦花中路
912,0,19,公交驾校
912,0,20,长丰园一区
912,0,21,长丰园二区
912,0,22,狼垡东桥北
912,0,23,狼垡西
912,0,24,芦求路北口
912,0,25,芦西路口
912,0,26,立垡村
912,0,27,永立桥西
912,0,28,马厂村
912,0,29,西营村
942快,0,2,东茶坞道口
942快,0,3,山立庄
942快,0,4,桥梓
942快,0,5,桥梓南
942快,0,6,桥梓铁路道口
942快,0,7,李家史山
942快,0,8,寺上
942快,0,9,东石槽
942快,0,10,北石槽
942快,0,11,南石槽
942快,0,12,顺义良善庄
942快,0,13,西范各庄
942快,0,14,下西市
942快,0,15,后营
942快,0,16,河庄
942快,0,17,西水泉
942快,0,18,高丽营一村
942快,0,19,高丽营北口
942快,0,20,高丽营
942快,0,21,西王路
942快,0,22,南王路
942快,0,23,顺义于庄北
942快,0,24,顺义于庄
942快,0,25,顺义古城汽车站
942快,0,26,顺义古城村北
942快,0,27,顺义古城
942快,0,28,泗上村
942快,0,29,地铁芍药居站
942快,0,30,太阳宫桥
942快,0,31,西坝河
942快,0,32,左家庄
942快,0,33,东直门外
942快,1,1,东直门外
942快,1,2,左家庄
942快,1,3,西坝河
942快,1,4,地铁芍药居站
942快,1,5,泗上村
942快,1,6,顺义古城
942快,1,7,顺义古城村北
942快,1,8,顺义古城汽车站
942快,1,9,顺义于庄
942快,1,10,顺义于庄北
942快,1,11,南王路
942快,1,12,西王路
942快,1,13,高丽营
942快,1,14,高丽营北口
942快,1,15,高丽营一村
942快,1,16,西水泉
942快,1,17,河庄
942快,1,18,后营
942快,1,19,下西市
942快,1,20,西范各庄
942快,1,21,顺义良善庄
942快,1,22,南石槽
942快,1,23,北石槽
942快,1,24,东石槽
942快,1,25,寺上
942快,1,26,李家史山
942快,1,27,桥梓铁路道口
942快,1,28,桥梓南
942快,1,29,桥梓
942快,1,30,山立庄
942快,1,31,东茶坞道口
942快,1,32,茶坞火车站
943,0,1,永定门长途汽车站
943,0,2,沙子口
943,0,3,木樨园桥北
943,0,4,木樨园桥西
943,0,5,洋桥西
943,0,6,草桥
943,0,7,高米店
943,0,8,康庄路东口
943,0,9,滨河东里
943,0,10,清源路东口
943,0,11,团河路西口
943,0,12,黄村东大街东口南
943,0,13,黄村
943,0,14,大兴桥南
943,0,15,榆垡
943,0,16,榆垡南站
943,0,17,榆垡路东口
943,0,18,榆昌路东口
943,0,19,东胡林
943,0,20,河沿
943,0,21,固安工业园区
943,0,22,东庄子村南
943,0,23,刘园市场
943,0,24,固安
943,0,25,新源街路口
943,0,26,浩庭花园
943,0,27,工兴路口
943,0,28,固安工业园南区
943,0,29,柳泉
943,0,30,北义厚
943,0,31,沙垡
943,0,32,郭翟村
943,0,33,牛驼
943,0,34,华御
943,0,35,北落店
943,0,36,西粉营
943,0,37,南孟
943,0,38,金各庄
943,0,39,永宁道
943,0,40,霸州一中
943,0,41,霸州市政府
943,0,42,霸州火车站
943,1,1,霸州火车站
943,1,2,霸州市政府
943,1,3,霸州一中
943,1,4,永宁道
943,1,5,金各庄
943,1,6,南孟
943,1,7,西粉营
943,1,8,北落店
943,1,9,华御
943,1,10,牛驼
943,1,11,郭翟村
943,1,12,沙垡
943,1,13,北义厚
943,1,14,柳泉
943,1,15,固安工业园南区
943,1,16,工兴路口
943,1,17,浩庭花园
943,1,18,新源街路口
943,1,19,固安
943,1,20,刘园市场
943,1,21,东庄子村南
943,1,22,固安工业园区
943,1,23,河沿
943,1,24,东胡林
943,1,25,榆昌路东口
943,1,26,榆垡路东口
943,1,27,榆垡南站
943,1,28,榆垡
943,1,29,大兴桥北
943,1,30,黄村
943,1,31,黄村东大街东口北
943,1,32,团河路西口
943,1,33,清源路东口
943,1,34,滨河东里
943,1,35,康庄路东口
943,1,36,高米店
943,1,37,草桥
943,1,38,洋桥西
943,1,39,木樨园桥西
943,1,40,木樨园桥北
943,1,41,沙子口
943,1,42,永定门长途汽车站
944,0,1,安贞桥西
944,0,2,安贞桥北
944,0,3,五路居
944,0,4,小关
944,0,5,小关东里
944,0,6,惠新苑
944,0,7,惠新里
944,0,8,对外经贸大学
944,0,9,惠新东桥南
944,0,10,育慧里
944,0,11,望和桥
944,0,12,望和桥东
944,0,13,望京桥西
944,0,14,望京桥北
944,0,15,花家地南街
944,0,16,花家地南里
944,0,17,花家地北里
944,0,18,南湖南路
944,0,19,南湖南路北口
944,0,20,南湖东园
944,0,21,侯庄路口北
944,0,22,望京花园西区
944,0,23,利泽中街西口
944,0,24,广顺桥南
944,0,25,来广营路口南
944,0,26,善各庄西站
944,0,27,来广营东路
944,0,28,善各庄
944,0,29,地铁崔各庄站
944,0,30,崔各庄
944,0,31,崔各庄东
944,0,32,马泉营村西口
944,0,33,何各庄
944,0,34,何各庄西口
944,0,35,奶东工业区
944,0,36,奶东村
944,0,37,奶西村南
944,0,38,奶子房
944,1,1,奶子房
944,1,2,奶西村南
944,1,3,奶东村
944,1,4,奶东工业区
944,1,5,何各庄西口
944,1,6,何各庄
944,1,7,马泉营村西口
944,1,8,崔各庄东
944,1,9,崔各庄
944,1,10,地铁崔各庄站
944,1,11,善各庄
944,1,12,来广营东路
944,1,13,善各庄西站
944,1,14,来广营路口南
944,1,15,广顺桥南
944,1,16,利泽中街西口
944,1,17,望京花园西区
805快,1,8,德仁务村南口
805快,1,9,大北窑南
805快,1,10,北京站东
806,0,1,大北窑南
806,0,2,通州北苑路口东
806,0,3,通州西门路口东
806,0,4,西大街路口西
806,0,5,新华大街
806,0,6,通州东关西
806,0,7,故城东路北口
806,0,8,西上园小区西门
806,0,9,玉桥中路北口
806,0,10,玉桥中路
806,0,11,玉桥小区
806,0,12,玉桥东路
806,0,13,梨园北街
806,0,14,梨园东里北区
806,0,15,通州三间房西
806,0,16,杨家洼路口北
806,0,17,地铁梨园站
806,0,18,通州小街桥东
806,0,19,地铁临河里站
806,0,20,土桥村
806,0,21,巨星桥北
806,0,22,太玉园北口
806,0,23,太玉园小区
806,0,24,太玉园总站
806,1,1,太玉园总站
806,1,2,太玉园小区
806,1,3,太玉园北口
806,1,4,巨星桥北
806,1,5,土桥村
806,1,6,地铁临河里站
806,1,7,通州小街桥东
806,1,8,地铁梨园站
806,1,9,杨家洼路口北
806,1,10,通州三间房西
806,1,11,梨园东里北区
806,1,12,梨园北街
806,1,13,玉桥东路
806,1,14,玉桥小区
806,1,15,玉桥中路
806,1,16,玉桥中路北口
806,1,17,西上园小区西门
806,1,18,通州东关西
806,1,19,新华大街
806,1,20,西大街路口西
806,1,21,通州西门路口东
806,1,22,通州北苑路口东
806,1,23,大北窑南
807,0,1,大北窑南
807,0,2,通州杨庄北口
807,0,3,新华联锦园
807,0,4,通州杨庄
807,0,5,通州杨庄南口
807,0,6,李老新村
807,0,7,新华联家园西门
807,0,8,北探小区
807,0,9,香秀园
807,0,10,巴克寓所
807,0,11,怡乐园
807,0,12,怡乐中街
807,0,13,龙鼎家园
807,0,14,天地美墅
807,0,15,公庄
807,0,16,云景里
807,0,17,金侨时代家园
807,0,18,通州小街桥东
807,0,19,梨园东里南区
807,0,20,临河里路北口
807,0,21,临河里路
807,0,22,土桥村
807,1,1,土桥村
807,1,2,临河里路
807,1,3,临河里路北口
807,1,4,梨园东里南区
807,1,5,通州小街桥东
807,1,6,金侨时代家园
807,1,7,云景里
807,1,8,公庄
807,1,9,天地美墅
807,1,10,龙鼎家园
807,1,11,怡乐中街
807,1,12,怡乐园
807,1,13,巴克寓所
807,1,14,香秀园
807,1,15,北探小区
807,1,16,新华联家园西门
807,1,17,李老新村
807,1,18,通州杨庄南口
807,1,19,通州杨庄
807,1,20,新华联锦园
807,1,21,通州杨庄北口
807,1,22,大北窑南
808,0,1,大北窑南
808,0,2,通州北苑路口东
808,0,3,通州西门路口东
808,0,4,西大街路口西
808,0,5,西大街路口东
808,0,6,新华大街
808,0,7,通州东关
808,0,8,东关大桥
808,0,9,百合湾小区
808,0,10,三元村
808,0,11,武夷花园
808,0,12,霍屯村
808,0,13,通州古城村
808,0,14,胡各庄西
808,0,15,胡各庄
808,0,16,召里南
808,0,17,召里
808,0,18,丁各庄
808,0,19,前夏邢各庄
808,0,20,后夏公庄
808,0,21,宋庄
808,0,22,小堡南街
808,0,23,小堡商业广场
808,0,24,小堡北街
808,0,25,小堡环岛
808,0,26,小堡艺术东区
808,0,27,宋庄美术馆
808,0,28,佰富苑
808,1,1,佰富苑
808,1,2,宋庄美术馆
808,1,3,小堡艺术东区
808,1,4,小堡环岛
808,1,5,小堡北街
808,1,6,小堡商业广场
808,1,7,小堡南街
808,1,8,宋庄
808,1,9,后夏公庄
808,1,10,前夏邢各庄
808,1,11,丁各庄
808,1,12,召里
808,1,13,召里南
808,1,14,胡各庄
808,1,15,胡各庄西
808,1,16,通州古城村
808,1,17,霍屯村
808,1,18,武夷花园
808,1,19,三元村
808,1,20,百合湾小区
808,1,21,东关大桥
808,1,22,通州东关西
808,1,23,新华大街
808,1,24,西大街路口东
808,1,25,西大街路口西
808,1,26,通州西门路口东
808,1,27,通州北苑路口东
808,1,28,大北窑南
809,0,1,大北窑南
809,0,2,玉带路西口
809,0,3,复兴里
809,0,4,后南仓
809,0,5,潞河医院路口西
809,0,6,潞河医院路口东
809,0,7,通州车站路口西
809,0,8,通州南关西
809,0,9,北小园
809,0,10,西上园
809,0,11,东上园
809,0,12,运河明珠家园
809,0,13,运河湾小区
809,0,14,三元村南
809,0,15,荔景园南口
809,0,16,辛安屯村
809,0,17,胡各庄新村西
809,0,18,胡各庄新村
809,0,19,后北营
809,0,20,召里南
809,0,21,召里
809,0,22,丁各庄
809,0,23,前夏邢各庄
809,0,24,后夏公庄
809,0,25,宋庄
809,0,26,小堡南街
809,0,27,小堡商业广场
809,0,28,小堡北街
809,0,29,小堡环岛
809,0,30,小堡艺术东区
809,0,31,宋庄美术馆
809,0,32,佰富苑
809,1,1,佰富苑
809,1,2,宋庄美术馆
809,1,3,小堡艺术东区
809,1,4,小堡环岛
809,1,5,小堡北街
809,1,6,小堡商业广场
809,1,7,小堡南街
809,1,8,宋庄
809,1,9,后夏公庄
809,1,10,前夏邢各庄
809,1,11,丁各庄
809,1,12,召里
809,1,13,召里南
809,1,14,后北营
809,1,15,胡各庄新村
809,1,16,胡各庄新村西
809,1,17,辛安屯村
809,1,18,荔景园南口
854,1,16,草场地
854,1,17,彩虹路
854,1,18,大山子路口东
854,1,19,大山桥北
854,1,20,阜通东大街东口
854,1,21,阜通东大街
854,1,22,望京医院
854,1,23,花家地北里
854,1,24,花家地西里
854,1,25,南湖西里
854,1,26,地铁望京西站
855,0,1,地铁望京站
855,0,2,侯庄路口南
855,0,3,侯庄路口北
855,0,4,望京花园西区
855,0,5,利泽中街西口
855,0,6,广顺桥南
855,0,7,来广营路口西
855,0,8,刘各庄北
855,0,9,奶子房
855,0,10,奶子房北
855,0,11,奶西村
855,0,12,奶西村北
855,0,13,李县坟
855,0,14,沈家村
855,0,15,炼油厂
855,0,16,沙子营村南
855,0,17,沙子营村北
855,0,18,沙子营村西
855,0,19,沙子营汽车站
855,0,20,沙子营汽车站东
855,0,21,顺义车管所
855,0,22,泗上村
855,0,23,泗上东站
855,0,24,顺义古城西大街
855,0,25,顺义古城东大街
855,0,26,裕园路北口
855,0,27,田各庄
855,0,28,中央美院城市设计学院
855,0,29,莫奈花园小区
855,0,30,三山家园
855,0,31,空港医院
855,0,32,顺义十中
855,0,33,清岚小镇
855,0,34,双裕花园
855,0,35,火寺路口西
855,0,36,火神营
855,0,37,地铁后沙峪站
855,0,38,桑普科技园
855,0,39,杜兰庄
855,0,40,衙门村
855,0,41,马坡南
855,0,42,马坡
855,0,43,马坡花园南
855,0,44,向阳村南
855,0,45,向阳村
855,0,46,顺恒大街
855,0,47,向阳村北
855,0,48,顺丰大街
855,0,49,花溪渡小区北门
855,0,50,新马家园
855,0,51,顺悦家园
855,0,52,顺恒大街西
855,0,53,马坡花园北
855,0,54,马坡花园
855,1,1,马坡花园
855,1,2,马坡花园北
855,1,3,顺恒大街西
855,1,4,顺悦家园
855,1,5,新马家园
855,1,6,花溪渡小区北门
855,1,7,顺丰大街
855,1,8,向阳村北
855,1,9,顺恒大街
855,1,10,向阳村
855,1,11,向阳村南
855,1,12,马坡花园南
855,1,13,马坡
855,1,14,马坡南
855,1,15,衙门村
855,1,16,杜兰庄
855,1,17,桑普科技园
855,1,18,地铁后沙峪站
855,1,19,火神营
855,1,20,火寺路口西
855,1,21,双裕花园
855,1,22,清岚小镇
855,1,23,顺义十中
855,1,24,空港医院
855,1,25,三山家园
855,1,26,莫奈花园小区
855,1,27,中央美院城市设计学院
855,1,28,田各庄
855,1,29,裕园路北口
855,1,30,顺义古城东大街
855,1,31,顺义古城西大街
855,1,32,泗上东站
855,1,33,泗上村
855,1,34,顺义车管所
855,1,35,沙子营汽车站东
855,1,36,沙子营汽车站
855,1,37,沙子营村西
855,1,38,沙子营村北
855,1,39,沙子营村南
855,1,40,炼油厂
855,1,41,沈家村
855,1,42,李县坟
855,1,43,奶西村北
855,1,44,奶西村
855,1,45,奶子房北
855,1,46,奶子房
855,1,47,刘各庄北
855,1,48,来广营路口西
855,1,49,广顺桥南
855,1,50,利泽中街西口
855,1,51,望京花园西区
855,1,52,侯庄路口东
855,1,53,地铁望京站
856,0,1,兴寿北站
856,0,2,兴寿
856,0,3,桃林村
856,0,4,桃峪山庄
856,0,5,西新城村
856,0,6,上苑
856,0,7,秦家屯
856,0,8,昌平半壁店东口
856,0,9,西赵各庄
856,0,10,下西市
856,0,11,后营
856,0,12,河庄
856,0,13,解放村桥东
856,0,14,板桥西口
856,0,15,板桥新苑南门
856,0,16,悦树汇花园
856,0,17,板桥
856,0,18,绿友园
856,0,19,电木厂
856,0,20,北郎中西口
856,0,21,北郎中
856,0,22,赵全营
856,0,23,赵全营东口
856,0,24,西陈各庄
856,0,25,顺义陈各庄
856,0,26,范各庄
856,0,27,牛栏山道口
856,0,28,牛栏山
856,0,29,牛栏山东口
856,0,30,牛栏山小区
856,0,31,恒华街
856,0,32,西丰乐北口
856,0,33,西丰乐
856,0,34,顺丰大街
856,0,35,向阳村北
856,0,36,顺恒大街
856,0,37,向阳村
856,0,38,向阳村南
856,0,39,乡村赛马场
856,0,40,大营
856,0,41,枫桥别墅
856,0,42,双兴桥
856,0,43,双兴小区
856,0,44,便民街东口
856,0,45,顺义医院
856,0,46,东风小学
856,0,47,顺义电视台
856,0,48,顺义东大桥
856,0,49,地铁俸伯站
856,0,50,俸伯
856,0,51,俸伯小学
856,0,52,河北村
856,0,53,南彩汽车站
856,1,1,南彩汽车站
856,1,2,河北村
856,1,3,俸伯小学
856,1,4,俸伯
856,1,5,地铁俸伯站
856,1,6,顺义东大桥
856,1,7,顺义电视台
856,1,8,东风小学
856,1,9,顺义医院
856,1,10,便民街东口
856,1,11,双兴小区
856,1,12,双兴桥
856,1,13,枫桥别墅
856,1,14,大营
856,1,15,乡村赛马场
856,1,16,向阳村南
856,1,17,向阳村
856,1,18,顺恒大街
856,1,19,向阳村北
856,1,20,顺丰大街
856,1,21,西丰乐
856,1,22,西丰乐北口
856,1,23,恒华街
856,1,24,牛栏山小区
856,1,25,牛栏山东口
856,1,26,牛栏山
856,1,27,牛栏山道口
856,1,28,范各庄
856,1,29,顺义陈各庄
856,1,30,西陈各庄
856,1,31,赵全营东口
856,1,32,赵全营
912,0,30,地铁长阳站
912,0,31,长阳半岛北区
912,0,32,徜徉墅小区
912,0,33,半岛广场西门
912,0,34,张家场村口
912,0,35,长阳滨河公园南
912,0,36,地铁篱笆房站
912,1,1,地铁篱笆房站
912,1,2,长阳滨河公园南
912,1,3,张家场村口
912,1,4,半岛广场西门
912,1,5,徜徉墅小区
912,1,6,长阳半岛北区
912,1,7,地铁长阳站
912,1,8,西营村
912,1,9,马厂村
912,1,10,永立桥西
912,1,11,立垡村
912,1,12,芦西路口
912,1,13,芦求路北口
912,1,14,狼垡西
912,1,15,狼垡东桥北
912,1,16,长丰园二区
912,1,17,长丰园一区
912,1,18,公交驾校
912,1,19,芦花中路
912,1,20,芦花路
912,1,21,小葆台
912,1,22,地铁大葆台站
912,1,23,世界公园
912,1,24,田何庄
912,1,25,六圈
912,1,26,科丰桥南
912,1,27,怡海花园南门
912,1,28,花乡桥西
912,1,29,花乡桥北
912,1,30,首经贸西校区
912,1,31,万芳园二区
912,1,32,地铁首经贸站
912,1,33,万芳园一区
912,1,34,纪家庙
912,1,35,夏家胡同
913,0,1,地铁望京站
913,0,2,侯庄路口北
913,0,3,望京花园西区
913,0,4,利泽中街西口
913,0,5,广顺桥南
913,0,6,来广营路口西
913,0,7,刘各庄北
913,0,8,奶子房
913,0,9,奶子房北
913,0,10,奶西村
913,0,11,李县坟
913,0,12,沈家村
913,0,13,炼油厂
913,0,14,沙子营村南
913,0,15,沙子营村北
913,0,16,沙子营村西
913,0,17,沙子营汽车站
913,1,1,沙子营汽车站
913,1,2,沙子营村西
913,1,3,沙子营村北
913,1,4,沙子营村南
913,1,5,炼油厂
913,1,6,沈家村
913,1,7,李县坟
913,1,8,奶西村
913,1,9,奶子房北
913,1,10,奶子房
913,1,11,刘各庄北
913,1,12,来广营路口西
913,1,13,广顺桥南
913,1,14,利泽中街西口
913,1,15,望京花园西区
913,1,16,侯庄路口东
913,1,17,地铁望京站
914,0,1,体育场南路东口
914,0,2,京原路口东
914,0,3,京原东站
914,0,4,老山
914,0,5,地铁八宝山站
914,0,6,老山南路东口
914,0,7,龚村东口
914,0,8,巨山路南口
914,0,9,锦绣大地
914,0,10,廖公庄东
914,0,11,巨山馨苑
914,0,12,巨山路北口
914,0,13,巨山农场
914,0,14,南辛庄
914,0,15,巨山
914,0,16,北京射击场东站
914,1,1,北京射击场东站
914,1,2,巨山
914,1,3,南辛庄
914,1,4,巨山农场
914,1,5,巨山路北口
914,1,6,巨山馨苑
914,1,7,廖公庄东
914,1,8,锦绣大地
914,1,9,巨山路南口
914,1,10,龚村东口
914,1,11,老山南路东口
914,1,12,地铁八宝山站
914,1,13,老山
914,1,14,京原东站
914,1,15,京原路口东
914,1,16,京原路口西
914,1,17,京燕饭店
914,1,18,体育场南路西口
914,1,19,体育场南路东口
915,0,1,东直门外
915,0,2,左家庄
915,0,3,三元桥
915,0,4,京顺路丽都饭店
915,0,5,大山桥东
915,0,6,五元桥西
915,0,7,东辛店
915,0,8,北皋
915,0,9,东郊农场
915,0,10,孙河
915,0,11,北甸
915,0,12,顺义马连店
915,0,13,地铁国展站
915,0,14,花梨坎
