线路名称,方向,站点序号,站点名称
105,0,10,西单商场
105,0,11,缸瓦市
105,0,12,西四路口南
105,0,13,大红罗厂西口
105,0,14,平安里路口北
105,0,15,新街口南
105,0,16,新开胡同
105,0,17,西直门内
105,0,18,西直门外
105,0,19,动物园
105,0,20,白石桥东
105,1,1,白石桥东
105,1,2,动物园
105,1,3,西直门外
105,1,4,西直门内
105,1,5,新开胡同
105,1,6,新街口西
105,1,7,平安里路口南
105,1,8,大红罗厂西口
105,1,9,西四路口北
105,1,10,缸瓦市
105,1,11,甘石桥
105,1,12,西单商场
105,1,13,西单路口南
105,1,14,宣武门内
105,1,15,校场口
105,1,16,菜市口北
105,1,17,果子巷
105,1,18,虎坊桥路口南
105,1,19,永安路
105,1,20,友谊医院东
105,1,21,天桥
106,0,1,东直门枢纽站
106,0,2,东直门内
106,0,3,东内小街
106,0,4,北新桥路口南
106,0,5,东四十二条
106,0,6,魏家胡同
106,0,7,钱粮胡同
106,0,8,东四路口南
106,0,9,灯市东口
106,0,10,米市大街
106,0,11,东单路口北
106,0,12,崇文门内
106,0,13,磁器口北
106,0,14,红桥路口北
106,0,15,天坛北门
106,0,16,金鱼池
106,0,17,天桥
106,0,18,北纬路
106,0,19,太平街北口
106,0,20,太平街
106,0,21,陶然桥北
106,0,22,永定门长途汽车站
106,0,23,北京南站
106,1,1,北京南站
106,1,2,永定门长途汽车站
106,1,3,陶然桥北
106,1,4,太平街
106,1,5,北纬路
106,1,6,北纬路东口
106,1,7,天桥
106,1,8,金鱼池
106,1,9,天坛北门
106,1,10,红桥路口北
106,1,11,磁器口北
106,1,12,崇文门内
106,1,13,东单路口北
106,1,14,米市大街
106,1,15,灯市东口
106,1,16,东四路口南
106,1,17,钱粮胡同
106,1,18,魏家胡同
106,1,19,东四十二条
106,1,20,北新桥路口南
106,1,21,东内小街
106,1,22,东直门内
106,1,23,东直门枢纽站
107,0,1,东直门枢纽站
107,0,2,东直门内
107,0,3,东内小街
107,0,4,北新桥路口西
107,0,5,交道口东
107,0,6,小经厂
107,0,7,宝钞胡同
107,0,8,鼓楼
107,0,9,地安门外
107,0,10,北海北门
107,0,11,东官房
107,0,12,厂桥路口东
107,0,13,平安里路口东
107,0,14,平安医院
107,0,15,官园
107,0,16,车公庄西
107,0,17,三塔寺
107,0,18,二里沟东口
107,0,19,北京展览馆
107,0,20,动物园
107,0,21,白石桥东
107,1,1,白石桥东
107,1,2,动物园
107,1,3,北京展览馆
107,1,4,二里沟东口
107,1,5,三塔寺
107,1,6,车公庄东
107,1,7,官园
107,1,8,平安医院
107,1,9,平安里路口东
107,1,10,厂桥路口东
107,1,11,东官房
107,1,12,北海北门
107,1,13,地安门外
107,1,14,鼓楼
107,1,15,宝钞胡同
107,1,16,小经厂
107,1,17,交道口东
107,1,18,北新桥路口西
107,1,19,东内小街
107,1,20,东直门内
107,1,21,东直门枢纽站
108,0,1,崇文门外
108,0,2,崇文门内
108,0,3,东单路口北
108,0,4,米市大街
108,0,5,灯市东口
108,0,6,灯市西口
108,0,7,美术馆北
108,0,8,大佛寺
108,0,9,宽街路口南
108,0,10,北兵马司
108,0,11,交道口南
108,0,12,方家胡同
108,0,13,安定门内
108,0,14,地坛西门
108,0,15,蒋宅口
108,0,16,安外甘水桥
108,0,17,安贞里
108,0,18,五路居
108,0,19,奥体东门
108,0,20,安慧桥北
108,0,21,炎黄艺术馆
108,0,22,大屯南
108,1,1,大屯东
108,1,2,大屯南
108,1,3,炎黄艺术馆
108,1,4,安慧桥北
108,1,5,奥体东门
108,1,6,五路居
108,1,7,安贞里
108,1,8,安外甘水桥
108,1,9,蒋宅口
108,1,10,地坛西门
108,1,11,安定门内
108,1,12,方家胡同
108,1,13,交道口南
108,1,14,北兵马司
108,1,15,宽街路口南
108,1,16,大佛寺
108,1,17,美术馆北
108,1,18,灯市西口
108,1,19,灯市东口
108,1,20,米市大街
108,1,21,东单路口北
108,1,22,崇文门内
109,0,1,北京西站南广场
109,0,2,湾子
109,0,3,广外甘石桥
109,0,4,达官营
109,0,5,广安门内
109,0,6,牛街路口西
109,0,7,菜市口西
109,0,8,菜市口北
109,0,9,校场口
109,0,10,宣武门外
109,0,11,西单路口南
109,0,12,西单商场
109,0,13,缸瓦市
109,0,14,西四丁字街
109,0,15,西安门
109,0,16,北海
109,0,17,故宫
109,0,18,沙滩路口西
109,0,19,美术馆东
109,0,20,东四路口东
109,0,21,朝内小街
109,0,22,朝阳门内
109,0,23,朝阳门外
109,0,24,神路街
109,0,25,东大桥公交场站
109,1,1,东大桥公交场站
109,1,2,东大桥路口西
109,1,3,神路街
109,1,4,朝阳门外
109,1,5,朝阳门内
109,1,6,朝内小街
109,1,7,东四路口东
109,1,8,美术馆东
109,1,9,沙滩路口西
109,1,10,故宫
109,1,11,北海
109,1,12,西安门
109,1,13,西四丁字街
109,1,14,缸瓦市
109,1,15,甘石桥
109,1,16,西单商场
109,1,17,西单路口南
109,1,18,宣武门内
109,1,19,校场口
109,1,20,菜市口北
113,0,16,北兵马司
113,0,17,交道口南
113,0,18,方家胡同
113,0,19,安定门内
113,0,20,地坛西门
113,0,21,蒋宅口
113,0,22,外馆斜街
113,0,23,安华西里
113,0,24,安华桥南
113,0,25,安华桥北
113,0,26,安贞西里
113,0,27,地铁北土城站
113,0,28,华严北里
113,0,29,民族园西路
113,0,30,祁家豁子
113,1,1,祁家豁子
113,1,2,民族园西路
113,1,3,华严北里
113,1,4,地铁北土城站
113,1,5,安贞西里
113,1,6,安华桥北
113,1,7,安华桥南
113,1,8,安华西里
113,1,9,外馆斜街
113,1,10,蒋宅口
113,1,11,地坛西门
113,1,12,安定门内
113,1,13,方家胡同
113,1,14,交道口南
113,1,15,北兵马司
113,1,16,宽街路口东
113,1,17,张自忠路
113,1,18,东四十条
113,1,19,东四十条桥西
113,1,20,东四十条桥东
113,1,21,工人体育馆
113,1,22,工人体育场
113,1,23,三里屯
113,1,24,长虹桥西
113,1,25,长虹桥南
113,1,26,白家庄
113,1,27,呼家楼南
113,1,28,大北窑北
113,1,29,大北窑南
114,0,1,白云路
114,0,2,公安大学
114,0,3,木樨地北
114,0,4,玉渊潭东门
114,0,5,钓鱼台
114,0,6,甘家口北
114,0,7,甘家口大厦
114,0,8,二里沟西口
114,0,9,四道口东
114,0,10,白石桥南
114,0,11,紫竹院南门
114,0,12,北洼路
114,0,13,车道沟桥东
114,0,14,板井
114,0,15,四季青桥东
114,0,16,四季青桥北
114,0,17,东冉村
114,0,18,南坞
114,1,1,南坞
114,1,2,南坞(南行)
114,1,3,东冉村
114,1,4,四季青桥东
114,1,5,车道沟桥西
114,1,6,车道沟桥东
114,1,7,北洼路
114,1,8,紫竹院南门
114,1,9,白石桥南
114,1,10,四道口东
114,1,11,百万庄
114,1,12,甘家口大厦
114,1,13,甘家口北
114,1,14,钓鱼台
114,1,15,木樨地北
114,1,16,木樨地东
114,1,17,白云路
115,0,1,东黄城根北口
115,0,2,宽街路口东
115,0,3,张自忠路
115,0,4,东四十条
115,0,5,东四十条桥西
115,0,6,东四十条桥东
115,0,7,工人体育馆
115,0,8,工人体育场
115,0,9,三里屯
115,0,10,长虹桥西
115,0,11,团结湖路北口
115,0,12,团结湖公园
115,0,13,水碓路口南
115,0,14,小庄路口北
115,0,15,红庙路口西
115,0,16,英家坟
115,0,17,慈云寺
115,0,18,东八里庄
115,0,19,十里堡
115,0,20,甘露园小区
115,0,21,青年路南口
115,0,22,康家沟
115,1,1,康家沟
115,1,2,青年路南口
115,1,3,甘露园小区
115,1,4,十里堡
115,1,5,东八里庄
115,1,6,慈云寺
115,1,7,英家坟
115,1,8,红庙路口西
115,1,9,小庄路口北
115,1,10,水碓路口南
115,1,11,团结湖公园
115,1,12,团结湖路北口
115,1,13,长虹桥西
115,1,14,三里屯
115,1,15,工人体育场
115,1,16,工人体育馆
115,1,17,东四十条桥东
115,1,18,东四十条桥西
115,1,19,东四十条
115,1,20,张自忠路
115,1,21,宽街路口东
115,1,22,东黄城根北口
116,0,1,龙潭公园
116,0,2,北京体育馆
116,0,3,北京体育馆西
116,0,4,法华寺
116,0,5,红桥路口北
116,0,6,磁器口北
116,0,7,崇文门内
116,0,8,东单路口北
116,0,9,米市大街
116,0,10,灯市东口
116,0,11,东四路口南
116,0,12,钱粮胡同
116,0,13,魏家胡同
116,0,14,东四十二条
116,0,15,北新桥路口南
116,0,16,雍和宫
116,0,17,雍和宫桥东
116,0,18,北小街豁口
116,0,19,和平里南口
116,0,20,砖角楼
116,0,21,东土城路
116,0,22,地铁柳芳站
116,1,1,地铁柳芳站
116,1,2,东土城路
116,1,3,砖角楼
116,1,4,和平里南口
116,1,5,北小街豁口
116,1,6,雍和宫桥东
116,1,7,雍和宫
116,1,8,北新桥路口南
116,1,9,东四十二条
116,1,10,魏家胡同
116,1,11,钱粮胡同
116,1,12,东四路口南
116,1,13,灯市东口
116,1,14,米市大街
116,1,15,东单路口北
116,1,16,崇文门内
116,1,17,磁器口北
116,1,18,红桥路口北
116,1,19,法华寺
116,1,20,北京体育馆西
116,1,21,北京体育馆
116,1,22,龙潭公园
117,0,1,五路居
117,0,2,安贞里
117,0,3,安贞桥东
117,0,4,和平西桥
117,0,5,和平东桥
117,0,6,和平里东街
117,0,7,和平里路口南
117,0,8,和平里南街
117,0,9,地坛东门
117,0,10,雍和宫桥北
117,0,11,雍和宫
117,0,12,北新桥路口北
117,0,13,东内小街
117,0,14,东直门内
117,0,15,东直门
117,0,16,春秀路
117,0,17,幸福三村
117,0,18,工人体育场
117,0,19,长虹桥西
117,0,20,团结湖
117,0,21,甜水园街北口
117,0,22,甜水园北里
117,0,23,金台路口南
117,0,24,红庙路口北
117,0,25,红庙路口东
117,1,1,红庙路口东
117,1,2,红庙路口北
117,1,3,金台路口南
117,1,4,甜水园北里
117,1,5,甜水园街北口
117,1,6,团结湖
117,1,7,长虹桥西
117,1,8,工人体育场
117,1,9,幸福三村
117,1,10,春秀路
117,1,11,东直门
117,1,12,东直门内
117,1,13,东内小街
117,1,14,北新桥路口北
117,1,15,雍和宫
117,1,16,雍和宫桥北
117,1,17,地坛东门
117,1,18,和平里北街
117,1,19,和平里路口北
117,1,20,和平里东街
117,1,21,和平东桥
117,1,22,和平西桥
117,1,23,安贞桥东
117,1,24,安贞里
117,1,25,五路居
118,0,1,紫竹院南门
118,0,2,白石桥南
118,0,3,四道口东
118,0,4,二里沟西口
118,0,5,郝家湾
118,0,6,二里沟东口
118,0,7,三塔寺
118,0,8,车公庄东
118,0,9,官园
118,0,10,平安医院
118,0,11,平安里路口东
118,0,12,厂桥路口东
118,0,13,东官房
118,0,14,北海北门
118,0,15,地安门东
118,0,16,锣鼓巷
118,0,17,宽街路口东
118,0,18,张自忠路
118,0,19,东四十条
118,0,20,东四十条桥西
118,0,21,东四十条桥东
118,0,22,工人体育馆
118,0,23,工人体育场
118,0,24,朝阳医院
118,0,25,东大桥路口北
118,0,26,东大桥路口东
118,0,27,关东店
118,0,28,呼家楼西
118,0,29,小庄路口东
118,0,30,红庙路口西
118,0,31,红庙路口东
118,1,1,红庙路口东
118,1,2,红庙路口西
118,1,3,小庄路口东
118,1,4,呼家楼西
118,1,5,关东店
118,1,6,东大桥路口北
118,1,7,朝阳医院
118,1,8,工人体育场
118,1,9,工人体育馆
118,1,10,东四十条桥东
118,1,11,东四十条桥西
118,1,12,东四十条
118,1,13,张自忠路
118,1,14,宽街路口东
118,1,15,锣鼓巷
118,1,16,地安门东
118,1,17,北海北门
118,1,18,东官房
118,1,19,厂桥路口东
118,1,20,平安里路口东
118,1,21,平安医院
118,1,22,官园
118,1,23,车公庄西
118,1,24,三塔寺
118,1,25,二里沟东口
118,1,26,郝家湾
118,1,27,二里沟西口
118,1,28,四道口东
118,1,29,外文印刷厂
118,1,30,老虎庙
118,1,31,花园桥北
118,1,32,紫竹桥南
118,1,33,紫竹院南门
119,0,1,地铁芍药居站
119,0,2,育慧南路南口
119,0,3,对外经贸大学东门
119,0,4,中国现代文学馆
119,0,5,对外经贸大学
119,0,6,中日医院
119,0,7,和平东桥南
119,0,8,和平里东街
119,0,9,青年沟东口
119,0,10,和平里西街
119,0,11,青年沟西口
119,0,12,小黄庄
119,0,13,蒋宅口
119,0,14,地坛西门
119,0,15,安定门
119,1,1,安定门
119,1,2,地坛西门
119,1,3,蒋宅口
119,1,4,小黄庄
119,1,5,青年沟西口
119,1,6,和平里西街
119,1,7,青年沟东口
119,1,8,和平里东街
119,1,9,和平东桥北
119,1,10,中日医院
119,1,11,对外经贸大学
119,1,12,惠新东桥南
119,1,13,惠新东桥东
119,1,14,育慧南路
119,1,15,中国现代文学馆
119,1,16,芍药居
119,1,17,芍药居东
119,1,18,地铁芍药居站
11,0,1,大北窑东
11,0,2,郎家园
11,0,3,八王坟南
11,0,4,北京东站北
11,0,5,九龙山
11,0,6,珠江帝景
11,0,7,大郊亭桥西
11,0,8,大郊亭桥东
11,0,9,东石门
11,0,10,唐家村
11,0,11,小海子
11,0,12,四根旗杆
11,0,13,方家村
11,0,14,朝阳半壁店
11,0,15,观音堂北
11,0,16,观音堂
11,0,17,古塔公园
11,0,18,王四营
11,0,19,王四营桥东
11,0,20,孛罗营村北
11,0,21,孛罗营
11,1,1,孛罗营
11,1,2,孛罗营村北
11,1,3,王四营桥南
11,1,4,王四营
11,1,5,古塔公园
11,1,6,观音堂
11,1,7,观音堂北
11,1,8,朝阳半壁店
11,1,9,方家村
11,1,10,四根旗杆
11,1,11,小海子
11,1,12,唐家村
11,1,13,东石门
11,1,14,大郊亭桥西
11,1,15,珠江帝景
11,1,16,九龙山
11,1,17,八王坟南
11,1,18,八王坟西
11,1,19,郎家园
11,1,20,大北窑东
120,0,1,石榴园东区
120,0,2,石榴园
120,0,3,石榴园北区
120,0,4,赵公口桥南
120,0,5,赵公口桥西
120,0,6,木樨园桥东
120,0,7,木樨园桥北
120,0,8,沙子口
120,0,9,永定门内
120,0,10,先农坛
120,0,11,天坛西门
120,0,12,天桥
120,0,13,珠市口南
120,0,14,大栅栏
120,0,15,前门
120,0,16,天安门广场东
120,0,17,天安门东
120,0,18,王府井
120,0,19,北京站口东
120,0,20,日坛路
120,0,21,永安里路口北
120,0,22,芳草地南
120,0,23,芳草地
120,0,24,东大桥路口北
120,0,25,朝阳医院
120,0,26,工人体育场
120,0,27,幸福三村
120,0,28,塔园村
120,0,29,新源里
120,0,30,左家庄
120,1,1,左家庄
120,1,2,新源里
120,1,3,塔园村
120,1,4,幸福三村
120,1,5,工人体育场
120,1,6,朝阳医院
120,1,7,东大桥路口北
120,1,8,芳草地
120,1,9,芳草地南
120,1,10,永安里路口西
120,1,11,日坛路
120,1,12,北京站口东
120,1,13,王府井
120,1,14,天安门东
120,1,15,天安门广场西
120,1,16,前门
120,1,17,大栅栏
120,1,18,珠市口南
120,1,19,天桥
120,1,20,天坛西门
120,1,21,先农坛
120,1,22,永定门内
120,1,23,沙子口
120,1,24,木樨园桥北
120,1,25,木樨园桥东
109,1,21,菜市口西
109,1,22,牛街路口西
109,1,23,广安门内
109,1,24,达官营
109,1,25,广外甘石桥
109,1,26,湾子
109,1,27,北京西站南广场
10,0,1,南菜园
10,0,2,白纸坊路口西
10,0,3,南樱桃园路口北
10,0,4,牛街南口
10,0,5,牛街礼拜寺
10,0,6,牛街
10,0,7,宣武医院
10,0,8,槐柏树街东口
10,0,9,长椿街路口北
10,0,10,新文化街西口
10,0,11,民族文化宫
10,0,12,复兴门内
10,0,13,南礼士路
10,0,14,三里河东路南口
10,0,15,月坛南街南站
10,0,16,月坛南街北站
10,0,17,月坛北街北站
10,0,18,阜外西口
10,0,19,甘家口西
10,0,20,白堆子口东
10,0,21,马神庙
10,0,22,航天桥东
10,1,1,航天桥东
10,1,2,马神庙
10,1,3,白堆子口东
10,1,4,甘家口东
10,1,5,阜外西口
10,1,6,月坛北街北站
10,1,7,月坛南街北站
10,1,8,月坛南街南站
10,1,9,三里河东路南口
10,1,10,南礼士路
10,1,11,复兴门内
10,1,12,新文化街西口
10,1,13,长椿街路口北
10,1,14,槐柏树街东口
10,1,15,宣武医院
10,1,16,牛街
10,1,17,牛街礼拜寺
10,1,18,牛街南口
10,1,19,南樱桃园路口北
10,1,20,白纸坊路口西
10,1,21,南菜园
110,0,1,地铁柳芳站
110,0,2,柳芳北街
110,0,3,柳芳北里
110,0,4,左家庄中街
110,0,5,静安里
110,0,6,左家庄东街
110,0,7,左家庄
110,0,8,新源里
110,0,9,塔园村
110,0,10,幸福三村
110,0,11,工人体育场
110,0,12,朝阳医院
110,0,13,东大桥路口北
110,0,14,神路街
110,0,15,朝阳门外
110,0,16,朝阳门内
110,0,17,朝内小街
110,0,18,东四路口南
110,0,19,灯市东口
110,0,20,米市大街
110,0,21,东单路口北
110,0,22,崇文门内
110,0,23,崇文门西
110,0,24,祈年大街北口
110,0,25,兴隆街
110,0,26,祈年大街南口
110,0,27,天坛北门
110,0,28,金鱼池
110,0,29,天桥路口东
110,0,30,天桥
110,1,1,天桥
110,1,2,天桥路口东
110,1,3,金鱼池
110,1,4,天坛北门
110,1,5,祈年大街南口
110,1,6,兴隆街
110,1,7,祈年大街北口
110,1,8,崇文门西
110,1,9,崇文门内
110,1,10,东单路口北
110,1,11,米市大街
110,1,12,灯市东口
110,1,13,东四路口南
110,1,14,朝内小街
110,1,15,朝阳门内
110,1,16,朝阳门外
110,1,17,神路街
110,1,18,东大桥路口北
110,1,19,朝阳医院
110,1,20,工人体育场
110,1,21,幸福三村
110,1,22,塔园村
110,1,23,新源里
110,1,24,左家庄
110,1,25,左家庄东街
110,1,26,静安里
110,1,27,左家庄中街
110,1,28,柳芳北里
110,1,29,柳芳北街
110,1,30,地铁柳芳站
111,0,1,崇文门外
111,0,2,崇文门内
111,0,3,东单路口北
111,0,4,米市大街
111,0,5,灯市东口
111,0,6,灯市西口
111,0,7,美术馆
111,0,8,沙滩路口西
111,0,9,景山东门
111,0,10,景山东街
111,0,11,地安门内
111,0,12,北海北门
111,0,13,东官房
111,0,14,厂桥路口东
111,0,15,平安里路口北
111,0,16,新街口南
111,0,17,新开胡同
111,0,18,西直门内
111,0,19,西直门外
111,0,20,动物园
111,0,21,白石桥东
111,1,1,白石桥东
111,1,2,动物园
111,1,3,西直门外
111,1,4,西直门内
111,1,5,新开胡同
111,1,6,新街口西
111,1,7,平安里路口北
111,1,8,厂桥路口东
111,1,9,东官房
111,1,10,北海北门
111,1,11,地安门内
111,1,12,景山东街
111,1,13,景山东门
111,1,14,沙滩路口西
111,1,15,美术馆
111,1,16,灯市西口
111,1,17,灯市东口
111,1,18,米市大街
111,1,19,东单路口北
111,1,20,崇文门内
112,0,1,亮果厂
112,0,2,沙滩路口北
112,0,3,美术馆东
112,0,4,东四路口东
112,0,5,朝内小街
112,0,6,朝阳门内
112,0,7,朝阳门外
112,0,8,神路街
112,0,9,东大桥路口东
112,0,10,关东店
112,0,11,呼家楼西
112,0,12,小庄路口东
112,0,13,红庙路口西
112,0,14,英家坟
112,0,15,慈云寺
112,0,16,东八里庄
112,0,17,十里堡
112,0,18,甘露园小区
112,0,19,青年路南口
112,0,20,康家沟
112,1,1,康家沟
112,1,2,青年路南口
112,1,3,甘露园小区
112,1,4,十里堡
112,1,5,东八里庄
112,1,6,慈云寺
112,1,7,英家坟
112,1,8,红庙路口西
112,1,9,小庄路口东
112,1,10,呼家楼西
112,1,11,关东店
112,1,12,东大桥路口西
112,1,13,神路街
112,1,14,朝阳门外
112,1,15,朝阳门内
112,1,16,朝内小街
112,1,17,东四路口东
112,1,18,美术馆东
112,1,19,沙滩路口北
112,1,20,亮果厂
113,0,1,大北窑南
113,0,2,大北窑北
113,0,3,光华桥北
113,0,4,呼家楼北
113,0,5,白家庄
113,0,6,白家庄北
113,0,7,长虹桥西
113,0,8,三里屯
113,0,9,工人体育场
113,0,10,工人体育馆
113,0,11,东四十条桥东
113,0,12,东四十条桥西
113,0,13,东四十条
113,0,14,张自忠路
113,0,15,宽街路口东
101,0,1,百万庄西口
101,0,2,百万庄中街
101,0,3,百万庄东口
101,0,4,展览路
101,0,5,阜成门外
101,0,6,阜成门
101,0,7,阜成门内
101,0,8,白塔寺
101,0,9,西四路口东
101,0,10,西安门
101,0,11,北海
101,0,12,故宫
101,0,13,沙滩路口西
101,0,14,美术馆东
101,0,15,东四路口东
101,0,16,朝内小街
101,0,17,朝阳门内
101,0,18,朝阳门外
101,0,19,神路街
101,0,20,东大桥路口东
101,0,21,关东店
101,0,22,呼家楼西
101,0,23,小庄路口东
101,0,24,红庙路口西
101,0,25,红庙路口东
101,1,1,红庙路口东
101,1,2,红庙路口西
101,1,3,小庄路口东
101,1,4,呼家楼西
101,1,5,关东店
101,1,6,东大桥路口西
101,1,7,神路街
101,1,8,朝阳门外
101,1,9,朝阳门内
101,1,10,朝内小街
101,1,11,东四路口东
101,1,12,美术馆东
101,1,13,沙滩路口西
101,1,14,故宫
101,1,15,北海
101,1,16,西安门
101,1,17,西四路口东
101,1,18,白塔寺
101,1,19,阜成门内
101,1,20,阜成门
101,1,21,阜成门外
101,1,22,展览路
101,1,23,阜外西口
101,1,24,甘家口北
101,1,25,百万庄西口
102,0,1,北京南站
102,0,2,永定门长途汽车站
102,0,3,陶然桥北
102,0,4,太平街
102,0,5,虎坊路
102,0,6,虎坊桥路口西
102,0,7,果子巷
102,0,8,菜市口北
102,0,9,校场口
102,0,10,宣武门外
102,0,11,西单路口南
102,0,12,西单商场
102,0,13,缸瓦市
102,0,14,西四路口南
102,0,15,西四路口东
102,0,16,白塔寺
102,0,17,阜成门内
102,0,18,阜成门
102,0,19,阜成门外
102,0,20,展览路
102,0,21,阜外西口
102,0,22,甘家口北
102,0,23,甘家口大厦
102,0,24,百万庄
102,0,25,二里沟
102,0,26,动物园枢纽站
102,1,1,动物园枢纽站
102,1,2,二里沟
102,1,3,百万庄
102,1,4,甘家口大厦
102,1,5,甘家口东
102,1,6,阜外西口
102,1,7,展览路
102,1,8,阜成门外
102,1,9,阜成门
102,1,10,阜成门内
102,1,11,白塔寺
102,1,12,西四路口西
102,1,13,缸瓦市
102,1,14,甘石桥
102,1,15,西单商场
102,1,16,西单路口南
102,1,17,宣武门内
102,1,18,校场口
102,1,19,菜市口北
102,1,20,果子巷
102,1,21,虎坊桥路口南
102,1,22,太平街北口
102,1,23,太平街
102,1,24,陶然桥北
102,1,25,永定门长途汽车站
102,1,26,北京南站
103,0,1,北京站西
103,0,2,北京站西街西口
103,0,3,台基厂路口东
103,0,4,王府井路口北
103,0,5,校尉胡同
103,0,6,新东安市场
103,0,7,东安门大街西口
103,0,8,北京妇产医院
103,0,9,沙滩路口西
103,0,10,故宫
103,0,11,北海
103,0,12,西安门
103,0,13,西四路口东
103,0,14,白塔寺
103,0,15,阜成门内
103,0,16,阜成门
103,0,17,阜成门外
103,0,18,展览路
103,0,19,阜外西口
103,0,20,甘家口北
103,0,21,甘家口大厦
103,0,22,百万庄
103,0,23,二里沟
103,0,24,动物园枢纽站
103,1,1,动物园枢纽站
103,1,2,二里沟
103,1,3,百万庄
103,1,4,甘家口大厦
103,1,5,甘家口东
103,1,6,阜外西口
103,1,7,展览路
103,1,8,阜成门外
103,1,9,阜成门
103,1,10,阜成门内
103,1,11,白塔寺
103,1,12,西四路口东
103,1,13,西安门
103,1,14,北海
103,1,15,故宫
103,1,16,沙滩路口西
103,1,17,北京妇产医院
103,1,18,东安门大街西口
103,1,19,新东安市场
103,1,20,校尉胡同
103,1,21,王府井路口北
103,1,22,台基厂路口东
103,1,23,崇文门西
103,1,24,北京站西
104,0,1,北京站西
104,0,2,北京站西街西口
104,0,3,崇文门内
104,0,4,东单路口北
104,0,5,米市大街
104,0,6,灯市东口
104,0,7,灯市西口
104,0,8,美术馆北
104,0,9,大佛寺
104,0,10,宽街路口南
104,0,11,北兵马司
104,0,12,交道口南
104,0,13,方家胡同
104,0,14,安定门内
104,0,15,地坛西门
104,0,16,和平里北街西口
104,0,17,兴化路
104,0,18,和平里北街
104,0,19,和平里路口西
104,0,20,地铁柳芳站
104,1,1,地铁柳芳站
104,1,2,柳芳北街
104,1,3,国际展览中心
104,1,4,静安庄
104,1,5,静安里
104,1,6,柳芳东口
104,1,7,柳芳西口
104,1,8,西坝河南路
104,1,9,地铁柳芳站(西行)
104,1,10,和平里路口西
104,1,11,和平里北街
104,1,12,兴化路
104,1,13,和平里北街西口
104,1,14,地坛西门
104,1,15,安定门内
104,1,16,方家胡同
104,1,17,交道口南
104,1,18,北兵马司
104,1,19,宽街路口南
104,1,20,大佛寺
104,1,21,美术馆北
104,1,22,灯市西口
104,1,23,灯市东口
104,1,24,米市大街
104,1,25,东单路口北
104,1,26,崇文门内
104,1,27,北京站西
105,0,1,天桥
105,0,2,友谊医院东
105,0,3,永安路
105,0,4,虎坊桥路口西
105,0,5,果子巷
105,0,6,菜市口北
105,0,7,校场口
105,0,8,宣武门外
105,0,9,西单路口南
23,0,2,虎坊桥路口东
23,0,3,板章路
23,0,4,过街楼
23,0,5,东城三里河
23,0,6,桥湾
23,0,7,水道子
23,0,8,磁器口西
23,0,9,榄杆市
23,0,10,培新街
23,0,11,安化楼
23,0,12,广渠门内
23,0,13,马圈
23,0,14,垂杨柳
23,0,15,双井桥西
23,0,16,双井桥东
23,0,17,九龙花园
23,0,18,珠江帝景
23,0,19,大郊亭桥西
23,0,20,东石门
23,0,21,唐家村
23,0,22,小海子
23,0,23,四根旗杆
23,0,24,方家村
23,0,25,朝阳半壁店
23,1,1,朝阳半壁店
23,1,2,方家村
23,1,3,四根旗杆
23,1,4,小海子
23,1,5,唐家村
23,1,6,东石门
23,1,7,大郊亭桥西
23,1,8,珠江帝景
23,1,9,九龙花园
23,1,10,双井桥东
23,1,11,双井桥西
23,1,12,垂杨柳
23,1,13,马圈
23,1,14,广渠门内
23,1,15,安化楼
23,1,16,培新街
23,1,17,榄杆市
23,1,18,磁器口西
23,1,19,水道子
23,1,20,桥湾
23,1,21,东城三里河
23,1,22,过街楼
23,1,23,珠市口西
23,1,24,板章路
23,1,25,虎坊桥路口南
23,1,26,虎坊路
24,0,1,北京站前街
24,0,2,外交部街
24,0,3,禄米仓
24,0,4,演乐胡同
24,0,5,朝内小街
24,0,6,东四六条
24,0,7,东四九条
24,0,8,海运仓
24,0,9,东内小街
24,0,10,东直门内
24,0,11,东直门
24,0,12,春秀路
24,0,13,塔园村
24,0,14,新源里
24,0,15,左家庄
24,1,1,左家庄
24,1,2,新源里
24,1,3,塔园村
24,1,4,春秀路
24,1,5,东直门
24,1,6,东直门内
24,1,7,东内小街
24,1,8,海运仓
24,1,9,东四九条
24,1,10,东四六条
24,1,11,朝内小街
24,1,12,演乐胡同
24,1,13,禄米仓
24,1,14,外交部街
24,1,15,北京站口北
24,1,16,北京站
25,0,1,永定门长途汽车站
25,0,2,陶然桥东
25,0,3,沙子口东
25,0,4,安乐林
25,0,5,安乐林路东口
25,0,6,蒲方路西口
25,0,7,方庄环岛西
25,0,8,方庄环岛南
25,0,9,东铁营桥东
25,0,10,成寿寺路北口
25,0,11,成寿寺路中街
25,0,12,成寿寺路
25,0,13,郭家村
25,0,14,城外诚
25,1,1,城外诚
25,1,2,郭家村
25,1,3,成寿寺路
25,1,4,成寿寺路中街
25,1,5,成寿寺路北口
25,1,6,十里河桥南
25,1,7,方庄桥东
25,1,8,方庄桥西
25,1,9,方庄环岛南
25,1,10,方庄环岛西
25,1,11,蒲方路西口
25,1,12,安乐林路东口
25,1,13,安乐林
25,1,14,沙子口东
25,1,15,永定门内
25,1,16,永定门西
25,1,17,永定门长途汽车站
26,0,1,西便门
26,0,2,天宁寺桥西
26,0,3,白云观
26,0,4,白云路
26,0,5,三里河东路南口
26,0,6,月坛南街北站
